"trip_id","route_id","stop_id","arrival_time","departure_time"
"1606__261025_Timetable_-_2025-02","905","94277","2025-03-22T17:43:31.000Z","2025-03-22T17:43:31.000Z"
"657__261014_Timetable_-_2025-02","900","2241","2025-03-22T17:05:18.000Z","2025-03-22T17:05:18.000Z"
"657__261014_Timetable_-_2025-02","900","2242","2025-03-22T17:06:06.000Z","2025-03-22T17:06:06.000Z"
"657__261014_Timetable_-_2025-02","900","93254","2025-03-22T17:07:37.000Z","2025-03-22T17:07:37.000Z"
"657__261014_Timetable_-_2025-02","900","92072","2025-03-22T17:07:56.000Z","2025-03-22T17:07:56.000Z"
"657__261014_Timetable_-_2025-02","900","2218","2025-03-22T17:08:29.000Z","2025-03-22T17:08:29.000Z"
"657__261014_Timetable_-_2025-02","900","2220","2025-03-22T17:09:52.000Z","2025-03-22T17:09:52.000Z"
"657__261014_Timetable_-_2025-02","900","2221","2025-03-22T17:10:26.000Z","2025-03-22T17:10:26.000Z"
"657__261014_Timetable_-_2025-02","900","412","2025-03-22T17:11:50.000Z","2025-03-22T17:11:50.000Z"
"657__261014_Timetable_-_2025-02","900","413","2025-03-22T17:12:41.000Z","2025-03-22T17:12:41.000Z"
"657__261014_Timetable_-_2025-02","900","93747","2025-03-22T17:14:07.000Z","2025-03-22T17:14:07.000Z"
"657__261014_Timetable_-_2025-02","900","417","2025-03-22T17:15:21.000Z","2025-03-22T17:15:21.000Z"
"657__261014_Timetable_-_2025-02","900","418","2025-03-22T17:15:35.000Z","2025-03-22T17:15:35.000Z"
"657__261014_Timetable_-_2025-02","900","419","2025-03-22T17:16:26.000Z","2025-03-22T17:16:26.000Z"
"657__261014_Timetable_-_2025-02","900","422","2025-03-22T17:17:17.000Z","2025-03-22T17:17:17.000Z"
"657__261014_Timetable_-_2025-02","900","424","2025-03-22T17:17:58.000Z","2025-03-22T17:17:58.000Z"
"657__261014_Timetable_-_2025-02","900","425","2025-03-22T17:18:37.000Z","2025-03-22T17:18:37.000Z"
"657__261014_Timetable_-_2025-02","900","427","2025-03-22T17:19:35.000Z","2025-03-22T17:19:35.000Z"
"657__261014_Timetable_-_2025-02","900","431","2025-03-22T17:21:12.000Z","2025-03-22T17:21:12.000Z"
"657__261014_Timetable_-_2025-02","900","432","2025-03-22T17:21:47.000Z","2025-03-22T17:21:47.000Z"
"657__261014_Timetable_-_2025-02","900","434","2025-03-22T17:23:06.000Z","2025-03-22T17:23:06.000Z"
"657__261014_Timetable_-_2025-02","900","450","2025-03-22T17:24:28.000Z","2025-03-22T17:24:28.000Z"
"657__261014_Timetable_-_2025-02","900","451","2025-03-22T17:25:37.000Z","2025-03-22T17:25:37.000Z"
"657__261014_Timetable_-_2025-02","900","452","2025-03-22T17:26:10.000Z","2025-03-22T17:26:10.000Z"
"657__261014_Timetable_-_2025-02","900","453","2025-03-22T17:27:26.000Z","2025-03-22T17:27:26.000Z"
"657__261014_Timetable_-_2025-02","900","1175","2025-03-22T17:30:10.000Z","2025-03-22T17:30:10.000Z"
"657__261014_Timetable_-_2025-02","900","1176","2025-03-22T17:31:04.000Z","2025-03-22T17:31:04.000Z"
"657__261014_Timetable_-_2025-02","900","1177","2025-03-22T17:32:28.000Z","2025-03-22T17:32:28.000Z"
"657__261014_Timetable_-_2025-02","900","1178","2025-03-22T17:33:13.000Z","2025-03-22T17:33:13.000Z"
"657__261014_Timetable_-_2025-02","900","1181","2025-03-22T17:34:38.000Z","2025-03-22T17:34:38.000Z"
"657__261014_Timetable_-_2025-02","900","1183","2025-03-22T17:35:32.000Z","2025-03-22T17:35:32.000Z"
"657__261014_Timetable_-_2025-02","900","2603","2025-03-22T17:36:18.000Z","2025-03-22T17:36:18.000Z"
"657__261014_Timetable_-_2025-02","900","1242","2025-03-22T17:36:47.000Z","2025-03-22T17:36:47.000Z"
"657__261014_Timetable_-_2025-02","900","1185","2025-03-22T17:37:30.000Z","2025-03-22T17:37:30.000Z"
"657__261014_Timetable_-_2025-02","900","1186","2025-03-22T17:38:18.000Z","2025-03-22T17:38:18.000Z"
"657__261014_Timetable_-_2025-02","900","3118","2025-03-22T17:39:37.000Z","2025-03-22T17:39:37.000Z"
"2633__261013_Timetable_-_2025-02","916","94250","2025-03-22T17:14:54.000Z","2025-03-22T17:15:00.000Z"
"2633__261013_Timetable_-_2025-02","916","3518","2025-03-22T17:16:11.000Z","2025-03-22T17:16:11.000Z"
"2633__261013_Timetable_-_2025-02","916","93425","2025-03-22T17:18:00.000Z","2025-03-22T17:18:00.000Z"
"2633__261013_Timetable_-_2025-02","916","911","2025-03-22T17:19:09.000Z","2025-03-22T17:19:09.000Z"
"2633__261013_Timetable_-_2025-02","916","912","2025-03-22T17:20:00.000Z","2025-03-22T17:20:00.000Z"
"2633__261013_Timetable_-_2025-02","916","913","2025-03-22T17:20:24.000Z","2025-03-22T17:20:24.000Z"
"2633__261013_Timetable_-_2025-02","916","93365","2025-03-22T17:21:12.000Z","2025-03-22T17:21:12.000Z"
"2633__261013_Timetable_-_2025-02","916","93367","2025-03-22T17:21:32.000Z","2025-03-22T17:21:32.000Z"
"2633__261013_Timetable_-_2025-02","916","93454","2025-03-22T17:22:10.000Z","2025-03-22T17:22:10.000Z"
"2633__261013_Timetable_-_2025-02","916","93370","2025-03-22T17:22:47.000Z","2025-03-22T17:22:47.000Z"
"2633__261013_Timetable_-_2025-02","916","586","2025-03-22T17:23:09.000Z","2025-03-22T17:23:09.000Z"
"2633__261013_Timetable_-_2025-02","916","587","2025-03-22T17:23:37.000Z","2025-03-22T17:23:37.000Z"
"2633__261013_Timetable_-_2025-02","916","588","2025-03-22T17:24:09.000Z","2025-03-22T17:24:09.000Z"
"2633__261013_Timetable_-_2025-02","916","591","2025-03-22T17:24:49.000Z","2025-03-22T17:24:49.000Z"
"2633__261013_Timetable_-_2025-02","916","592","2025-03-22T17:25:08.000Z","2025-03-22T17:25:08.000Z"
"2633__261013_Timetable_-_2025-02","916","593","2025-03-22T17:25:32.000Z","2025-03-22T17:25:32.000Z"
"2633__261013_Timetable_-_2025-02","916","594","2025-03-22T17:26:00.000Z","2025-03-22T17:26:00.000Z"
"2633__261013_Timetable_-_2025-02","916","595","2025-03-22T17:26:23.000Z","2025-03-22T17:26:23.000Z"
"2633__261013_Timetable_-_2025-02","916","596","2025-03-22T17:26:48.000Z","2025-03-22T17:26:48.000Z"
"2633__261013_Timetable_-_2025-02","916","597","2025-03-22T17:27:38.000Z","2025-03-22T17:27:38.000Z"
"2633__261013_Timetable_-_2025-02","916","598","2025-03-22T17:28:09.000Z","2025-03-22T17:28:09.000Z"
"2633__261013_Timetable_-_2025-02","916","599","2025-03-22T17:29:30.000Z","2025-03-22T17:29:30.000Z"
"2633__261013_Timetable_-_2025-02","916","600","2025-03-22T17:29:54.000Z","2025-03-22T17:29:54.000Z"
"2633__261013_Timetable_-_2025-02","916","602","2025-03-22T17:31:00.000Z","2025-03-22T17:31:00.000Z"
"2633__261013_Timetable_-_2025-02","916","603","2025-03-22T17:31:42.000Z","2025-03-22T17:31:42.000Z"
"2633__261013_Timetable_-_2025-02","916","604","2025-03-22T17:32:23.000Z","2025-03-22T17:32:23.000Z"
"2633__261013_Timetable_-_2025-02","916","454","2025-03-22T17:33:14.000Z","2025-03-22T17:33:14.000Z"
"2633__261013_Timetable_-_2025-02","916","455","2025-03-22T17:33:43.000Z","2025-03-22T17:33:43.000Z"
"2633__261013_Timetable_-_2025-02","916","456","2025-03-22T17:34:05.000Z","2025-03-22T17:34:05.000Z"
"2633__261013_Timetable_-_2025-02","916","457","2025-03-22T17:34:40.000Z","2025-03-22T17:34:40.000Z"
"2633__261013_Timetable_-_2025-02","916","458","2025-03-22T17:35:04.000Z","2025-03-22T17:35:04.000Z"
